Listing_Address,Zip_code,Listing_Status,Listing_Type,Price,Sold_Date,Num_Bedrooms,Num_Bathrooms,Sqft,Parking,Hoa_Fees,Year_Built
1751 N Western Ave APT 307,,Sold,Condo,409900,08/04/20,2,2,1200,Y,378,2016
2012 W Saint Paul Ave APT 214,,Sold,Condo,12000,02/20/20,1,1,No Data,Y,178,1996
1728 N Damen Ave APT 307,,Sold,Condo,620000,12/01/19,3,2,1855,Y,623,1969
2320 W Montana St,,Sold,Single Family,699000,08/18/19,4,4,2400,Y,N/A,1891
1740 N Marshfield Ave APT 7,,Sold,Condo,401250,07/30/20,2,2,1500,Y,406,2015
1927 N Milwaukee Ave APT 203,,Sold,Condo,290000,03/30/20,,--,,N,285,1925
2216 N Hamilton Ave #1,,Sold,Multiple Occupancy,528500,03/04/20,3,3,2300,Y,N/A,2000
1831 N Hermitage Ave,,Sold,Single Family,572500,05/07/20,4,2,720,N,N/A,1890
2012 W Saint Paul Ave #4-504,,Sold,Condo,750000,09/01/20,,--,,N,N/A,1969
2127 W Churchill St,,Sold,Townhouse,853500,03/31/20,4,4,3300,Y,1424,2004
2300 W Bloomingdale Ave,,Sold,Condo,406000,04/16/20,2,2,,Y,280,1998
1724 N Winnebago Ave APT C,,Sold,Townhouse,485000,08/27/20,2,2,1709,Y,669,1998
1825 N Winnebago Ave #P-25,,Sold,Single Family,495000,07/15/20,,--,,N,37,2001
1835 N Milwaukee Ave #P9,,Sold,Single Family,460000,11/21/19,,--,,N,N/A,2000
2247 N Oakley Ave #2,,Sold,Condo,445000,08/02/20,2,2,1200,Y,225,1998
1627 N Wolcott Ave,,Sold,Single Family,1854000,07/28/20,4,5,6100,Y,N/A,2009
2339 W Medill Ave APT 3,,Sold,Condo,442500,08/27/20,2,2,1500,Y,160,1930
1931 N Damen Ave APT 1S,,Sold,Condo,600000,05/11/20,3,3,2300,Y,348,2000
1825 N Winnebago Ave #P-30,,Sold,Single Family,490000,05/28/20,,--,,N,37,2001
1728 N Damen Ave #PU24,,Sold,Condo,262500,08/06/19,,--,,N,345,1969
2050 W Willow St #D,,Sold,Townhouse,750000,07/09/20,3,3,,Y,659,1999
1701 N Damen Ave APT 105,,Sold,Condo,390000,08/12/19,2,2,1400,Y,325,1905
2201 W Wabansia Ave APT 14,,Sold,Condo,470000,05/06/20,2,2,1248,Y,411,1920
1757 N Paulina St APT F,,Sold,Townhouse,845000,07/23/20,3,3,2472,Y,61,1999
1830 N Winchester Ave #P117,,Sold,Single Family,470000,05/26/20,,--,,N,76,1993
1744 W Cortland St,,Sold,Single Family,2850000,06/30/20,6,7,7800,Y,N/A,2009
1708 W North Ave UNIT C4,,Sold,Condo,400000,10/20/19,,--,,N,339,1995
2132 W Moffat St #2,,Sold,Apartment,2550,05/21/20,2,1,,N,N/A,1892
2231 N Leavitt St #2,,Sold,Condo,425000,03/19/20,2,2,No Data,Y,112,2006
2024 W Willow St APT B,,Sold,Townhouse,512500,07/15/20,2,2,1600,Y,538,1995
1902 W Armitage Ave #3,,Sold,Condo,593000,11/19/19,,--,,N,N/A,Data
2133 W Churchill St #209,,Sold,Single Family,930000,05/25/20,4,3.,,Y,N/A,2002
2316 W Bloomingdale Ave APT C,,Sold,Condo,408000,08/28/19,2,2,1214,N,269,1998
2302 N Hoyne Ave #1,,Sold,Condo,732500,08/09/20,4,3,1984,Y,199,2018
2011 N Hoyne Ave,,Sold,Townhouse,680000,01/28/20,4,3,2500,Y,868,1999
2042 N Winchester Ave APT 2E,,Sold,Condo,370000,02/06/20,2,2,No Data,Y,176,1896
2333 W Saint Paul Ave SUITE 1,,Sold,Condo,310000,07/28/20,1,1,955,Y,277,1917
2333 N Oakley Ave #1,,Sold,Condo,650000,07/15/20,3,3,2600,Y,173,2004
2340 N Elston Ave APT 3R,,Sold,Condo,353000,06/18/20,2,2,1157,Y,250,2000
1834 W Armitage Ave #2,,Sold,Condo,905000,07/12/20,4,3,2400,Y,236,2015
1636 N Wood St,,Sold,Single Family,1975000,12/18/19,5,6,4200,Y,N/A,2019
1735 N Paulina St APT 314,,Sold,Condo,335000,01/15/20,2,2,1100,Y,471,2004
None,,,Townhouse,N/A,"$589,002",3,2,1800,Y,944,1995
2207 N Western Ave #P-3,,Sold,Single Family,515000,06/09/20,,--,,N,N/A,2002
1655 N Paulina St,,Sold,Multiple Occupancy,749000,11/17/19,7,4,2200,Y,N/A,1885
1815 N Milwaukee Ave APT 201,,Sold,Condo,425000,12/09/19,2,2,1450,N,350,2005
2007 W Churchill St #P-4,,Sold,Single Family,407000,03/02/20,,--,,N,44,1997
2151 N Oakley Ave,,Sold,Single Family,1066000,08/08/19,4,4,2144,Y,N/A,2008
2130 W North Ave APT 202,,Sold,Townhouse,619000,07/14/20,3,3,No Data,Y,N/A,2008
2205 W Medill Ave #2W,,Sold,Condo,560000,07/12/20,3,2,No Data,Y,225,2019
2217 N Leavitt St #1,,Sold,Condo,725000,08/26/20,3,3,2400,Y,200,2012
None,,,Condo,N/A, Details,2,2,1200,Y,90,2002
2017 W Saint Paul Ave,,Sold,Single Family,1825000,08/30/20,5,4,3600,Y,N/A,1889
1925 N Winchester Ave #4,,Sold,Multiple Occupancy,138000,11/17/19,2,1,,N,N/A,2000
1883 N Leavitt St,,Sold,Single Family,805000,08/14/19,3,3,2400,Y,N/A,1896
2259 W Wabansia Ave #309,,Sold,Condo,475000,10/27/19,2,2,1450,N,361,2006
2050 W Willow St APT A,,Sold,Townhouse,522500,02/02/20,2,2,1480,Y,586,1995
2300 W Saint Paul Ave,,Sold,Condo,356000,01/30/20,2,1.,,N,712,2002
2346 W Altgeld St,,Sold,Multiple Occupancy,350000,09/04/19,4,2,No Data,N,N/A,1887
1757 N Paulina St APT K,,Sold,Condo,780000,04/29/20,4,3.,,Y,472,1996
2003 N Hoyne Ave,,Sold,Townhouse,703000,04/12/20,3,3,2400,Y,831,1999
2014 W Wabansia Ave APT 4,,Sold,Apartment,420000,03/04/20,3,3,,N,225,1904
2022 W Charleston St,,Sold,Single Family,1160000,10/09/19,4,4,4300,N,N/A,Data
1855 N Damen Ave APT 2S,,Sold,Condo,479500,07/22/20,2,2,1400,Y,215,1994
1652 N Milwaukee Ave #P9,,Sold,Condo,340000,03/30/20,2,2,,Y,250,2002
1622 N Bosworth Ave #2,,Sold,Condo,425000,03/02/20,2,2,1200,N,140,2013
2213 W Wabansia Ave APT 1A,,Sold,Condo,650000,04/22/20,3,3,No Data,Y,235,2007
2235 N Hoyne Ave,,Sold,Single Family,720000,09/03/20,,--,,N,N/A,Data
None,,,Single Family,N/A,",791,922",5,5,6000,Y,N/A,2008
2207 N Western Ave APT 2D,,Sold,Condo,345000,02/03/20,2,2,1100,Y,197,2005
2222 N Seeley Ave #P-2,,Sold,Single Family,325000,01/02/20,,--,,N,N/A,2004
2300 W Saint Paul Ave,,Sold,Condo,356000,01/30/20,2,1.,,Y,624,2000
1907 W Dickens Ave,,Sold,Single Family,855000,07/30/20,3,3,1030,Y,N/A,1891
1767 N Hoyne Ave UNIT I,,Sold,Townhouse,630000,07/29/20,2,3,1754,Y,N/A,1999
1744 N Honore St #2,,Sold,Condo,305000,05/17/20,2,1,No Data,Y,141,2013
1742 N Winchester Ave APT 204,,Sold,Condo,345000,09/23/19,2,2,No Data,Y,256,1996
2013 N Leavitt St APT 1,,Sold,Condo,240000,09/22/19,1,--,,N,223,1913
1847 W Armitage Ave,,Sold,Multiple Occupancy,1130000,07/30/19,1,7,No Data,Y,N/A,1888
2041 W Homer St,,Sold,Single Family,1320000,08/26/19,4,4,3400,Y,N/A,2016
2240 W Medill Ave #3,,Sold,Condo,700000,06/28/20,3,2,1300,Y,250,2020
None,,,Condo,N/A,"$615,286",2,3,1500,N,324,1901
2315 W Armitage Ave UNIT 1,,Sold,Multiple Occupancy,753000,08/07/19,6,6,4000,Y,N/A,2017
2300 W Saint Paul Ave,,Sold,Apartment,416000,11/05/19,2,2,,N,712,2000
2352 N Damen Ave APT 1R,,Sold,Apartment,1250,04/30/20,1,1,,N,N/A,1917
1700 W North Ave,,Sold,Condo,400000,10/20/19,,--,,N,N/A,1995
1920 W Dickens Ave #1C,,Sold,Condo,229000,08/04/19,1,1,700,N,198,1894
1633 N Western Ave #2N,,Sold,Condo,350000,03/12/20,2,2,1200,Y,150,2000
2220 W Palmer St,,Sold,Multiple Occupancy,760000,08/21/19,8,4,No Data,N,N/A,Data
2204 N Oakley Ave #3N,,Sold,Condo,775000,01/12/20,3,3,No Data,Y,125,2019
1737 N Paulina St APT 303,,Sold,Condo,432000,05/14/20,2,2,1680,Y,425,1904
2308 W North Ave APT 3W,,Sold,Condo,485000,01/21/20,3,2,1600,Y,220,2004
1951 W Cortland St APT 3,,Sold,Condo,659000,09/09/19,3,2,1900,N,210,2003
2308 W North Ave APT 4W,,Sold,Condo,500000,08/15/19,3,2,No Data,N,304,2004
2150 W Mclean Ave APT 1W,,Sold,Condo,700000,08/13/20,3,3,No Data,Y,175,2007
1622 N Winchester Ave,,Sold,Single Family,750000,12/25/19,3,2,2330,N,N/A,1875
2318 N Lister Ave,,Sold,Single Family,1000000,11/11/19,6,4,5000,N,N/A,2013
2058 N Hoyne Ave,,Sold,Single Family,1800000,01/23/20,,--,,N,N/A,Data
1611 N Bell Ave APT 2N,,Sold,Condo,402000,07/31/19,2,2,,Y,255,2006
1671 N Claremont Ave #10,,Sold,Condo,705000,08/02/20,3,3,2500,Y,425,2004
1728 N Damen Ave #1-209,,Sold,Condo,340000,03/15/20,1,--,,Y,345,1969
1646 N Paulina St,,Sold,Single Family,965000,08/26/20,4,4,3645,Y,N/A,1998
1728 N Damen Ave #1-211,,Sold,Condo,262500,08/06/19,,--,,N,345,1969
1751 N Western Ave APT 407,,Sold,Condo,410000,02/13/20,2,2,1200,Y,378,1997
2228 N Hamilton Ave APT 2F,,Sold,Condo,259500,07/26/20,1,1,630,Y,110,1930
2131 N Claremont Ave #2S,,Sold,Condo,890000,04/30/20,3,3,2000,Y,225,2015
2075 N Oakley Ave APT 3F,,Sold,Condo,519000,08/13/20,2,3,1900,Y,312,Data
2315 W Wabansia Ave #3NE,,Sold,Condo,555000,08/10/20,2,3,1800,Y,265,2005
1735 N Paulina St #P-12,,Sold,Single Family,270000,08/20/19,,--,,N,90,1910
1630 N Marshfield Ave,,Sold,Single Family,915000,08/30/20,3,2,2116,Y,N/A,1992
1715 N Hoyne Ave,,Sold,Single Family,1135000,03/10/20,4,4,3700,Y,N/A,1900
2237 W Medill Ave #1,,Sold,Condo,415000,07/09/20,3,2,No Data,Y,158,2003
None,,,Condo,N/A,"$635,003",3,3,1850,Y,483,2001
1609 N Hoyne Ave APT 4W,,Sold,Condo,675000,01/29/20,2,2,1600,N,396,2006
2255 W Wabansia Ave APT 107,,Sold,Condo,490000,09/10/19,2,2,1470,N,358,2005
2017 W Mclean Ave,,Sold,Single Family,810000,07/31/19,3,4,1568,Y,N/A,1994
1943 W Cortland St,,Sold,Single Family,2177500,11/21/19,5,4,4570,Y,N/A,2012
1707 N Paulina St APT 304,,Sold,Condo,209000,06/11/20,1,1,500,N,300,1896
2308 N Lister Ave,,Sold,Single Family,390000,05/10/20,1,1,1000,Y,N/A,1885
2240 W Medill Ave #2,,Sold,Condo,641500,08/19/20,3,2,1600,Y,200,2020
1957 W Dickens Ave #3,,Sold,Condo,355000,12/12/19,2,2,1700,Y,140,2002
2150 W North Ave APT 12,,Sold,Condo,347000,06/21/20,2,2,1200,Y,203,1901
2300 W Wabansia Ave #P-31,,Sold,Single Family,469000,07/31/19,,--,,N,434,1917
1700 W North Ave,,Sold,Condo,410000,01/16/20,2,2,,N,N/A,1995
1642 N Bosworth Ave APT 3N,,Sold,Condo,415000,01/09/20,2,2,No Data,Y,256,2004
2300 W Wabansia Ave APT 319,,Sold,Condo,500000,07/21/20,2,2,1500,Y,548,1920
1751 N Western Ave #P-22,,Sold,Single Family,410000,02/13/20,2,1.,,N,42,1918
1660 N Oakley Ave,,Sold,Single Family,2380000,09/03/19,5,6,6000,Y,N/A,2008
2221 N Leavitt St #3E,,Sold,Condo,787500,10/08/19,,--,,N,N/A,Data
2302 W North Ave APT 3W,,Sold,Single Family,410000,04/16/20,,--,,N,225,1997
2003 W Fullerton Ave,,Sold,N/A,2600000,01/14/20,3,N/A,N/A,N/A,N/A,N/A
2089 W Wabansia Ave APT 305,,Sold,Condo,457500,09/19/19,2,2,1400,Y,428,2001
1743 N Winnebago Ave,,Sold,Townhouse,815000,08/27/20,3,4,2650,Y,100,2016
None,,,Contact manager,N/A,N/A,2,2,,Pets:Cats,1,ment
1814 W Armitage Ave #2,,Sold,Condo,302000,12/11/19,2,2,No Data,Y,131,1997
2131 N Claremont Ave APT 2N,,Sold,Condo,800000,09/08/20,3,3,1800,Y,195,2015
2143 W Lyndale St APT 2E,,Sold,Condo,680000,11/12/19,3,3,2200,Y,189,2005
1922 W Armitage Ave #P-2,,Sold,Single Family,415000,10/08/19,,--,,N,181,2002
None,,,Condo,N/A,"$479,901",2,2,1718,Y,534,1969
1615 N Oakley Ave,,Sold,Condo,405000,08/07/19,2,--,,N,242,1995
2145 W Charleston St,,Sold,Single Family,780000,06/16/20,3,4,2134,Y,N/A,1892
1825 W Webster Ave,,Sold,Single Family,17000000,12/26/19,,--,,N,N/A,Data
1640 W Bloomingdale Ave,,Sold,Multi Family,730000,10/15/19,5,2,1200,Y,N/A,Data
2114 W North Ave APT 1E,,Sold,Condo,295000,09/20/19,2,1,No Data,N,239,1910
2308 W North Ave APT 4W,,Sold,Condo,500000,08/18/19,3,3,,Y,304,2004
2057 N Leavitt St,,Sold,Single Family,790000,07/06/20,3,3,2099,Y,25,1998
2213 Wabansia #2B,,Sold,Condo,725000,08/23/19,2,2,No Data,N,N/A,Data
2132 W Moffat St,,Sold,Multi Family,2100,05/13/20,6,3,3900,N,N/A,1896
1825 W Webster Ave,,Sold,Single Family,17000000,12/26/19,,--,,N,N/A,Data
2319 W Wabansia Ave APT 4,,Sold,Condo,561000,03/31/20,2,2,No Data,Y,195,2004
1728 N Damen Ave APT 206,,Sold,Condo,485000,04/23/20,2,2,1600,Y,699,1969
1941 W Bloomingdale Ave,,Sold,Single Family,1250000,06/26/20,4,3,3600,Y,N/A,1999
2234 W Lyndale St #1,,Sold,Single Family,1052500,01/08/20,3,4,,Y,N/A,1892
None,,,Multi Family,N/A,"$483,566",2,2,1444,N,339,1892
1611 N Hermitage Ave APT 204,,Sold,Condo,740000,01/07/20,3,2,1900,Y,659,2015
2300 W Wabansia Ave APT 237,,Sold,Condo,332500,08/13/20,2,2,1046,Y,465,1917
2146 W Churchill St,,Sold,Single Family,1450000,03/31/20,4,5,4200,Y,N/A,2005
1806 N Honore St #1,,Sold,Single Family,980000,10/14/19,4,2.,,N,N/A,1892
2045 W Concord Pl APT 601,,Sold,Condo,434000,08/13/20,2,2,1100,Y,304,2002
1669 N Elston Ave,,Sold,N/A,3230000,09/24/19,3,N/A,N/A,N/A,N/A,N/A
2040 N Damen Ave APT 2,,Sold,Condo,1185000,09/17/19,3,3,2900,Y,742,2014
2022 N Wood St APT 3S,,Sold,Condo,430000,08/19/19,2,2,1200,Y,185,2004
2201 W Wabansia Ave APT 6,,Sold,Condo,460000,01/02/20,2,2,1450,Y,379,1920
2144 W Moffat St,,Sold,Multi Family,750000,08/23/19,8,3,1000,Y,N/A,1898
2300 W Wabansia Ave #P-69,,Sold,Single Family,500000,01/02/20,,--,,N,434,1917
2027 N Damen Ave APT 401,,Sold,Condo,500000,03/29/20,3,2,No Data,Y,165,2008
2213 W Wabansia Ave APT 2A,,Sold,Condo,658000,06/19/20,3,3,1756,Y,206,2007
1866 N Damen Ave APT 2,,Sold,Condo,486000,08/31/20,2,2,1350,Y,200,2013
2201 W Medill Ave APT 1E,,Sold,Condo,645000,05/20/20,3,3,No Data,Y,225,2019
1906 N Hoyne Ave,,Sold,Single Family,1315000,04/30/20,3,3,2000,Y,17,1888
2125 W Armitage Ave #1E,,Sold,Condo,442500,12/29/19,3,2,1600,Y,252,2002
1838 N Marshfield Ave,,Sold,Multi Family,500000,01/24/20,6,3,No Data,Y,N/A,1887
2313 N Hamilton Ave #1,,Sold,Condo,710000,11/20/19,3,3,No Data,Y,200,2019
1757 N Paulina St APT A,,Sold,Townhouse,830000,03/19/20,4,4,3200,Y,472,1999
2335 W Altgeld St,,Sold,Townhouse,600000,03/17/20,3,4,2000,N,N/A,1887
None,,,Contact manager,N/A,N/A,3,--,,Pets:Contact manager,1,mily
2259 W Wabansia Ave APT 409,,Sold,Condo,500000,09/12/19,2,2,1450,Y,367,2005
1929 N Hoyne Ave,,Sold,Single Family,1320000,07/02/20,4,4,4200,Y,N/A,1999
1890 N Milwaukee Ave APT 3B,,Sold,Condo,451000,03/19/20,2,2,1400,Y,342,2007
2036 N Honore St,,Sold,Multi Family,1800,06/01/20,2,1,,N,N/A,Data
2040 W Dickens Ave,,Sold,Single Family,777000,09/04/20,3,3,2000,Y,N/A,1892
2255 W Wabansia Ave APT 408,,Sold,Condo,505000,07/15/20,2,2,1450,Y,366,2005
2219 W Wabansia Ave APT 1E,,Sold,Condo,716500,04/23/20,3,3,2200,Y,381,2012
1740 N Marshfield Ave APT 23,,Sold,Condo,474000,11/27/19,2,2,No Data,Y,414,1993
2236 W Dickens Ave,,Sold,Multi Family,525000,07/02/20,3,--,,Y,N/A,Data
2045 W Concord Pl APT 504,,Sold,Condo,435525,07/01/20,2,2,1300,Y,353,2002
1720 N Marshfield Ave APT 204,,Sold,Condo,500000,10/21/19,2,2,No Data,Y,337,1912
2224 W Lyndale St,,Sold,Single Family,1255000,06/29/20,6,5,2733,Y,N/A,2008
2308 W North Ave APT 3W,,Sold,Condo,485000,01/17/20,3,2,1600,Y,289,2004
1735 N Paulina St APT 506,,Sold,Apartment,380000,03/16/20,2,1.,,Y,566,2017
2227 W Armitage Ave,,Sold,Single Family,838000,12/02/19,5,2.,,Y,N/A,1880
2146 W Homer St,,Sold,Single Family,1150000,08/14/20,5,4,3300,Y,N/A,2002
1717 N Damen Ave #1,,Sold,Condo,1275000,05/23/20,3,3,3200,Y,616,2009
2134 W Cortland St,,Sold,Single Family,860000,11/14/19,3,4,2400,Y,N/A,1994
1806 N Honore St,,Sold,Single Family,980000,09/30/19,4,3,No Data,Y,N/A,Data
2012 W Saint Paul Ave UNIT 4-214,,Sold,Condo,310000,08/21/19,1,1,,Y,178,1967
2239 N Leavitt St #2W,,Sold,Condo,2150,08/01/19,2,2,1300,Y,N/A,1889
2243 W Armitage Ave #2,,Sold,Multi Family,900000,04/02/20,3,3,2000,Y,200,2016
1825 W Webster Ave,,Sold,Single Family,17000000,12/26/19,,--,,N,N/A,Data
1717 N Winnebago Ave,,Sold,Townhouse,755000,02/20/20,4,4,2650,Y,100,2016
1728 N Damen Ave #P169,,Sold,Single Family,340000,03/15/20,,--,,N,345,1969
None,,,Condo,N/A,stimate®,2,2,1350,Y,120,2005
2235 N Lister Ave APT 402,,Sold,Condo,388000,08/05/20,3,2,1430,Y,345,2004
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2018 W Churchill St,,Sold,Single Family,828000,09/04/19,4,4,1744,Y,N/A,1996
2313 N Hamilton Ave #2,,Sold,Condo,490000,06/12/20,2,--,,Y,200,2019
2300 W Wabansia Ave #P-83,,Sold,Condo,430000,08/13/19,2,2,1200,N,350,1917
1825 W Webster Ave,,Sold,Single Family,17000000,12/26/19,,--,,N,N/A,Data
2158 N Bell Ave,,Sold,N/A,55000,08/11/19,2,N/A,N/A,N/A,N/A,N/A
2237 N Hoyne Ave #1N,,Sold,Condo,720000,07/16/20,3,3,No Data,Y,200,2020
1750 N Wolcott Ave APT 101,,Sold,Condo,540000,10/30/19,2,2,1200,Y,405,2001
1819 W Wabansia Ave,,Sold,Single Family,1330000,10/02/19,5,2,,Y,N/A,1892
2313 W Armitage Ave,,Sold,Single Family,570000,07/17/20,3,3,2300,Y,N/A,1892
2300 W Wabansia Ave APT 331,,Sold,Condo,435000,09/02/20,2,2,1400,Y,421,1906
2342 W Bloomingdale Ave APT 401,,Sold,Condo,445000,07/14/20,2,2,1450,Y,283,2001
2013 N Oakley Ave,,Sold,Single Family,1025000,11/12/19,4,4,3400,Y,N/A,2006
1875 N Winnebago Ave #1E,,Sold,Condo,323500,07/01/20,2,3,1300,Y,319,2004
2300 W Wabansia Ave APT 234,,Sold,Condo,497000,03/19/20,2,2,1400,Y,501,1906
1243 W Lyndale St,,Sold,Condo,680000,11/12/19,,--,,N,189,2000
1914 Damen,,Sold,Multi Family,1487500,01/15/20,6,6,5000,N,N/A,Data
2330 W Saint Paul Ave APT 401,,Sold,Condo,356000,01/27/20,2,2,No Data,Y,336,2001
2038 W Willow St APT A,,Sold,Townhouse,800000,07/07/20,3,3,2228,Y,280,1998
1825 W Webster Ave,,Sold,Single Family,17000000,12/26/19,,--,,N,N/A,Data
2012 W Willow St,,Sold,Townhouse,760000,02/27/20,3,3,2100,Y,280,1998
1830 N Winchester Ave APT 117,,Sold,Condo,470000,05/26/20,2,2,1464,Y,334,1995
2221 N Lister Ave #P-2,,Sold,Single Family,319500,10/21/19,,--,,N,357,1918
2128 N Oakley Ave,,Sold,Condo,317000,04/27/20,2,1,,N,N/A,1926
2336 W Lyndale St #1,,Sold,Condo,655000,08/29/20,3,3,No Data,Y,230,2014
1825 N Winnebago Ave #P-23,,Sold,Single Family,490000,05/25/20,,--,,N,365,2001
2150 W Dickens Ave #1,,Sold,Condo,487500,05/18/20,3,3,2000,Y,265,1918
2331 N Leavitt St #2,,Sold,Condo,875000,08/19/20,4,3,2600,Y,125,2020
2333 W Saint Paul Ave APT 222,,Sold,Condo,340000,02/26/20,2,1,1000,Y,277,1917
1609 N Hoyne Ave APT 4E,,Sold,Condo,645000,01/23/20,2,2,1650,Y,396,2006
2136 W North Ave APT 2E,,Sold,Condo,540000,12/15/19,3,2,1600,Y,274,2007
2319 N Hamilton Ave APT 6,,Sold,Townhouse,465000,08/14/19,3,3,1935,Y,177,2001
None,,,Condo,N/A,"$430,003",2,2,1300,Y,150,2005
1938 N Winchester Ave,,Sold,Single Family,1515000,12/30/19,5,5,4000,Y,180,2012
1814 W Armitage Ave #3,,Sold,Condo,348000,01/30/20,2,2,1220,Y,140,1996
2345 W Dickens Ave,,Sold,Single Family,1180000,08/05/20,4,4,No Data,Y,N/A,2020
1842 W Armitage Ave #1,,Sold,Condo,632500,05/18/20,3,3,No Data,Y,210,2005
2333 W Saint Paul Ave APT 122,,Sold,Condo,343500,03/02/20,2,1,1000,Y,319,2017
2208 N Oakley Ave,,Sold,Condo,775000,01/14/20,,--,,N,N/A,Data
2340 N Elston Ave APT 2R,,Sold,Condo,330000,11/05/19,2,2,1250,Y,250,1999
2237 W Medill Ave,,Sold,Condo,415000,06/26/20,,1,,N,N/A,2001
1924 N Honore St APT 1G,,Sold,Condo,210000,05/06/20,1,1,,N,149,2015
1806 N Paulina St APT 1-F,,Sold,Condo,31140,05/12/20,3,2,,N,N/A,Data
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2316 W Bloomingdale Ave,,Sold,Single Family,408000,08/28/19,,--,,N,269,1997
2136 W Armitage Ave APT 1E,,Sold,Multi Family,485000,03/15/20,3,3,1700,Y,N/A,2007
2013 N Leavitt St APT 1,,Sold,Condo,240000,09/12/19,2,1,No Data,N,223,Data
1615 N Claremont Ave APT 2S,,Sold,Condo,427500,01/02/20,2,2,1400,Y,150,1999
1611 N Hermitage Ave #204,,Sold,Condo,740000,01/09/20,,--,,N,N/A,Data
1724 N Winnebago Ave APT A,,Sold,Townhouse,475000,09/12/19,2,2,1498,Y,60,1995
2312 W North Ave #4E,,Sold,Condo,416000,06/12/20,2,2,No Data,Y,353,2002
None,,,Contact manager,N/A,N/A,2,1,,"Pets:Cats, small dogs",1,ment
2328 N Oakley Ave APT 3E,,Sold,Condo,374000,09/10/19,3,2,,N,407,1916
2128 W Charleston St,,Sold,Multi Family,658000,11/21/19,3,3,No Data,Y,N/A,1888
2210 W Wabansia Ave APT 304,,Sold,Condo,322000,08/14/19,1,1,No Data,Y,212,1978
2220 W North Ave APT 4,,Sold,Condo,532000,06/27/20,3,2,No Data,Y,182,2004
2304 W Belden Ave,,Sold,Townhouse,525000,07/19/20,3,3,2300,Y,30,2004
2300 W Wabansia Ave #P-101,,Sold,Condo,497000,03/19/20,2,2,,Y,345,1906
1611 N Bell Ave APT 2N,,Sold,Condo,402000,07/31/19,2,--,,Y,255,2002
2259 W Wabansia Ave APT 209,,Sold,Condo,600000,06/26/20,3,2,1500,Y,450,2005
1728 N Damen Ave UNIT 1-206,,Sold,Condo,485000,04/23/20,2,2,,N,345,1969
2235 N Lister Ave APT 402,,Sold,Condo,388000,08/05/20,3,2,1600,Y,345,2004
None,,,Condo,N/A,"$416,285",2,2,1350,Y,259,1998
2120 W Homer St,,Sold,Single Family,1187500,08/06/19,4,4,3600,Y,N/A,1861
1728 N Damen Ave APT 307,,Sold,Condo,620000,12/04/19,,--,,N,345,1969
2207 N Western Ave APT 2D,,Sold,Condo,345000,02/03/20,,--,,N,226,2002
1621 N Hermitage Ave #1,,Sold,Single Family,980000,02/27/20,3,2.,,N,N/A,2007
2021 W Cortland St,,Sold,Single Family,949000,06/30/20,3,3,3000,Y,N/A,1997
1708 W Wabansia Ave,,Sold,Single Family,685000,01/07/20,3,3,1620,Y,N/A,1884
2300 W Wabansia Ave APT 325,,Sold,Condo,365000,11/14/19,2,1,No Data,Y,400,1906
None,,,Condo,N/A,"$300,002",2,1,1000,N,146,1885
1560 W Wabansia Ave #P-1,,Sold,Apartment,18000,05/06/20,,1,,N,247,1921
2045 W Concord Pl APT 507,,Sold,Condo,340000,03/30/20,2,2,1220,Y,280,2002
2247 W Shakespeare Ave,,Sold,Multi Family,750000,08/19/19,3,--,,Y,N/A,1890
1825 N Winnebago Ave APT 402,,Sold,Condo,495000,07/15/20,2,2,1687,Y,384,2005
1652 N Milwaukee Ave #P23,,Sold,Single Family,390000,05/06/20,,--,,N,326,1999
1732 N Wolcott Ave,,Sold,Single Family,2050000,04/15/20,6,3.,,N,256,1887
1615 N Wolcott Ave APT 301,,Sold,Condo,645000,03/19/20,,--,,N,513,Data
1615 N Wolcott Ave APT 204,,Sold,Condo,819000,03/15/20,3,2,1900,Y,513,2008
2219 W Lyndale St,,Sold,Condo,734500,01/26/20,,--,,N,N/A,Data
1865 N Hoyne Ave,,Sold,Single Family,1270000,11/15/19,5,4,No Data,Y,N/A,2011
1767 W Willow St #M,,Sold,Townhouse,625000,08/27/19,2,3,2050,Y,280,1999
2147 W Churchill St,,Sold,Townhouse,775000,08/22/19,3,5,2800,Y,185,2002
2015 W Armitage Ave #3,,Sold,Condo,845000,07/31/19,3,2,No Data,Y,335,2015
1735 N Paulina St APT 405,,Sold,Condo,375000,09/05/19,2,2,No Data,Y,553,1910
2340 W Wabansia Ave UNIT D1,,Sold,Townhouse,1075000,10/16/19,4,6,4700,Y,450,2002
2333 W Saint Paul Ave APT 323,,Sold,Condo,350000,09/01/20,2,1,No Data,Y,288,2017
2107 W Webster Ave,,Sold,Townhouse,675000,08/20/20,3,3,1800,Y,50,1992
2210 W Wabansia Ave APT 304,,Sold,Condo,322000,08/14/19,,--,,N,N/A,1996
2021 W Willow St APT 101,,Sold,Condo,370000,12/02/19,,--,,N,345,1969
